RT Ponting,7,37,0,28,0,0,25,2,v England,Melbourne,2006-12-26,0,0,0-49
RT Ponting,45,96,0,72,6,0,62.5,2,v England,Sydney,2007-01-02,0,0,0-49
RT Ponting,56,128,0,85,7,0,65.88,1,v Sri Lanka,Brisbane,2007-11-08,1,0,50-99
RT Ponting,31,94,0,66,2,0,46.96,1,v Sri Lanka,Hobart,2007-11-16,0,0,0-49
RT Ponting,53,137,1,102,2,1,51.96,3,v Sri Lanka,Hobart,2007-11-16,1,0,50-99
RT Ponting,3,9,0,7,0,0,42.85,3,v India,Melbourne,2007-12-26,0,0,0-49
RT Ponting,4,21,0,13,0,0,30.76,1,v India,Melbourne,2007-12-26,0,0,0-49
RT Ponting,1,7,0,4,0,0,25,3,v India,Sydney,2008-01-02,0,0,0-49
RT Ponting,55,128,0,69,9,0,79.71,1,v India,Sydney,2008-01-02,1,0,50-99
RT Ponting,20,50,0,35,2,0,57.14,2,v India,Perth,2008-01-16,0,0,0-49
RT Ponting,45,139,0,71,6,0,63.38,4,v India,Perth,2008-01-16,0,0,0-49
RT Ponting,140,396,0,266,10,0,52.63,2,v India,Adelaide,2008-01-24,0,1,100-149
RT Ponting,5,6,0,7,0,0,71.42,3,v West Indies,Kingston,2008-05-22,0,0,0-49
RT Ponting,158,354,0,224,16,1,70.53,1,v West Indies,Kingston,2008-05-22,0,1,150-199
RT Ponting,38,88,0,48,4,0,79.16,3,v West Indies,North Sound,2008-05-30,0,0,0-49
RT Ponting,65,184,0,123,5,0,52.84,1,v West Indies,North Sound,2008-05-30,1,0,50-99
RT Ponting,18,31,0,21,0,2,85.71,1,v West Indies,Bridgetown,2008-06-12,0,0,0-49
RT Ponting,39,94,0,72,2,1,54.16,3,v West Indies,Bridgetown,2008-06-12,0,0,0-49
RT Ponting,17,50,0,34,2,0,50,3,v India,Bengaluru,2008-10-09,0,0,0-49
RT Ponting,123,331,0,243,13,0,50.61,1,v India,Bengaluru,2008-10-09,0,1,100-149
RT Ponting,2,16,0,11,0,0,18.18,4,v India,Mohali,2008-10-17,0,0,0-49
RT Ponting,5,35,0,23,1,0,21.73,2,v India,Mohali,2008-10-17,0,0,0-49
RT Ponting,87,224,0,165,14,0,52.72,2,v India,Delhi,2008-10-29,1,0,50-99
RT Ponting,8,7,0,6,2,0,133.33,4,v India,Nagpur,2008-11-06,0,0,0-49
RT Ponting,24,45,0,41,3,0,58.53,2,v India,Nagpur,2008-11-06,0,0,0-49
RT Ponting,4,14,0,8,1,0,50,1,v New Zealand,Brisbane,2008-11-20,0,0,0-49
RT Ponting,17,35,0,26,0,0,65.38,3,v New Zealand,Brisbane,2008-11-20,0,0,0-49
RT Ponting,79,151,0,124,13,0,63.7,2,v New Zealand,Adelaide,2008-11-28,1,0,50-99
RT Ponting,0,1,0,1,0,0,0,1,v South Africa,Perth,2008-12-17,0,0,0-49
RT Ponting,32,82,0,55,4,0,58.18,3,v South Africa,Perth,2008-12-17,0,0,0-49
RT Ponting,99,257,0,169,7,0,58.57,3,v South Africa,Melbourne,2008-12-26,1,0,50-99
RT Ponting,101,197,0,126,10,1,80.15,1,v South Africa,Melbourne,2008-12-26,0,1,100-149
RT Ponting,0,2,0,1,0,0,0,1,v South Africa,Sydney,2009-01-03,0,0,0-49
RT Ponting,53,67,0,57,9,0,92.98,3,v South Africa,Sydney,2009-01-03,1,0,50-99
RT Ponting,25,72,0,44,4,0,56.81,3,v South Africa,Johannesburg,2009-02-26,0,0,0-49
RT Ponting,83,188,0,134,11,1,61.94,1,v South Africa,Johannesburg,2009-02-26,1,0,50-99
RT Ponting,9,36,0,20,1,0,45,1,v South Africa,Durban,2009-03-06,0,0,0-49
RT Ponting,81,189,0,106,12,0,76.41,3,v South Africa,Durban,2009-03-06,1,0,50-99
RT Ponting,0,6,0,6,0,0,0,1,v South Africa,Cape Town,2009-03-19,0,0,0-49
RT Ponting,12,35,0,24,1,0,50,3,v South Africa,Cape Town,2009-03-19,0,0,0-49
RT Ponting,150,313,0,224,14,1,66.96,2,v England,Cardiff,2009-07-08,0,1,150-199
RT Ponting,2,19,0,15,0,0,13.33,2,v England,Lord's,2009-07-16,0,0,0-49
RT Ponting,38,88,0,69,6,0,55.07,4,v England,Lord's,2009-07-16,0,0,0-49
RT Ponting,5,6,0,7,0,0,71.42,3,v England,Birmingham,2009-07-30,0,0,0-49
RT Ponting,38,88,0,47,5,0,80.85,1,v England,Birmingham,2009-07-30,0,0,0-49
RT Ponting,78,119,0,101,12,1,77.22,2,v England,Leeds,2009-08-07,1,0,50-99
RT Ponting,8,20,0,15,1,0,53.33,2,v England,The Oval,2009-08-20,0,0,0-49
RT Ponting,66,157,0,103,10,0,64.07,4,v England,The Oval,2009-08-20,1,0,50-99
RT Ponting,55,121,0,79,8,1,69.62,1,v West Indies,Brisbane,2009-11-26,1,0,50-99
RT Ponting,20,57,0,34,3,1,58.82,4,v West Indies,Adelaide,2009-12-04,0,0,0-49
RT Ponting,36,88,0,73,3,0,49.31,2,v West Indies,Adelaide,2009-12-04,0,0,0-49
RT Ponting,2,14,0,6,0,0,33.33,3,v West Indies,Perth,2009-12-16,0,0,0-49
RT Ponting,23,44,1,25,2,1,92,1,v West Indies,Perth,2009-12-16,0,0,0-49
RT Ponting,12,18,0,14,2,0,85.71,3,v Pakistan,Melbourne,2009-12-26,0,0,0-49
RT Ponting,57,100,0,60,7,0,95,1,v Pakistan,Melbourne,2009-12-26,1,0,50-99
RT Ponting,0,1,0,1,0,0,0,1,v Pakistan,Sydney,2010-01-03,0,0,0-49
RT Ponting,11,36,0,21,0,0,52.38,3,v Pakistan,Sydney,2010-01-03,0,0,0-49
RT Ponting,89,188,0,122,12,0,72.95,3,v Pakistan,Hobart,2010-01-14,1,0,50-99
RT Ponting,209,523,0,354,25,0,59.03,1,v Pakistan,Hobart,2010-01-14,0,1,200+
RT Ponting,41,123,0,86,5,0,47.67,1,v New Zealand,Wellington,2010-03-19,0,0,0-49
RT Ponting,6,8,0,4,0,1,150,3,v New Zealand,Hamilton,2010-03-27,0,0,0-49
RT Ponting,22,62,0,47,4,0,46.8,1,v New Zealand,Hamilton,2010-03-27,0,0,0-49
RT Ponting,0,9,0,6,0,0,0,3,v Pakistan,Lord's,2010-07-13,0,0,0-49
RT Ponting,26,66,0,39,4,0,66.66,1,v Pakistan,Lord's,2010-07-13,0,0,0-49
RT Ponting,6,40,0,21,0,0,28.57,1,v Pakistan,Leeds,2010-07-21,0,0,0-49
RT Ponting,66,173,0,116,7,0,56.89,3,v Pakistan,Leeds,2010-07-21,1,0,50-99
RT Ponting,4,4,0,4,1,0,100,3,v India,Mohali,2010-10-01,0,0,0-49
RT Ponting,71,154,0,124,10,0,57.25,1,v India,Mohali,2010-10-01,1,0,50-99
RT Ponting,72,170,0,117,7,1,61.53,3,v India,Bengaluru,2010-10-09,1,0,50-99
RT Ponting,77,204,0,147,12,0,52.38,1,v India,Bengaluru,2010-10-09,1,0,50-99
RT Ponting,10,34,0,26,1,0,38.46,2,v England,Brisbane,2010-11-25,0,0,0-49
RT Ponting,51,96,1,43,4,1,118.6,4,v England,Brisbane,2010-11-25,1,0,50-99
RT Ponting,0,2,0,1,0,0,0,1,v England,Adelaide,2010-12-03,0,0,0-49
RT Ponting,9,21,0,19,2,0,47.36,3,v England,Adelaide,2010-12-03,0,0,0-49
RT Ponting,1,17,0,9,0,0,11.11,3,v England,Perth,2010-12-16,0,0,0-49
RT Ponting,12,11,0,10,3,0,120,1,v England,Perth,2010-12-16,0,0,0-49
RT Ponting,10,52,0,38,2,0,26.31,1,v England,Melbourne,2010-12-26,0,0,0-49
RT Ponting,20,101,0,73,2,0,27.39,3,v England,Melbourne,2010-12-26,0,0,0-49
RT Ponting,4,14,0,9,1,0,44.44,3,v Sri Lanka,Galle,2011-08-31,0,0,0-49
RT Ponting,44,114,0,83,6,0,53.01,1,v Sri Lanka,Galle,2011-08-31,0,0,0-49
RT Ponting,28,98,0,80,3,0,35,3,v Sri Lanka,Colombo (SSC),2011-09-16,0,0,0-49
RT Ponting,48,119,0,91,6,0,52.74,1,v Sri Lanka,Colombo (SSC),2011-09-16,0,0,0-49
RT Ponting,0,23,0,12,0,0,0,3,v South Africa,Cape Town,2011-11-09,0,0,0-49
RT Ponting,8,51,0,25,0,1,32,1,v South Africa,Cape Town,2011-11-09,0,0,0-49
RT Ponting,0,5,0,3,0,0,0,2,v South Africa,Johannesburg,2011-11-17,0,0,0-49
RT Ponting,62,218,0,138,6,0,44.92,4,v South Africa,Johannesburg,2011-11-17,1,0,50-99
RT Ponting,78,229,0,140,12,0,55.71,2,v New Zealand,Brisbane,2011-12-01,1,0,50-99
RT Ponting,5,29,0,16,0,0,31.25,2,v New Zealand,Hobart,2011-12-09,0,0,0-49
RT Ponting,16,51,0,30,2,0,53.33,4,v New Zealand,Hobart,2011-12-09,0,0,0-49
RT Ponting,60,151,0,97,3,0,61.85,3,v India,Melbourne,2011-12-26,1,0,50-99
RT Ponting,62,148,0,94,6,0,65.95,1,v India,Melbourne,2011-12-26,1,0,50-99
RT Ponting,134,332,0,225,14,0,59.55,2,v India,Sydney,2012-01-03,0,1,100-149
RT Ponting,7,8,0,6,1,0,116.66,2,v India,Perth,2012-01-13,0,0,0-49
RT Ponting,60,146,1,96,5,0,62.5,3,v India,Adelaide,2012-01-24,1,0,50-99
RT Ponting,221,516,0,404,21,0,54.7,1,v India,Adelaide,2012-01-24,0,1,200+
RT Ponting,4,20,0,13,1,0,30.76,2,v West Indies,Bridgetown,2012-04-07,0,0,0-49
